wdid,spectype,teff,logg
Gaia DR3 1025814902419298816,DA,9231.0,8.042
Gaia DR3 1026189530942537216,DA,14888.0,7.028
Gaia DR3 1026193615456477824,DA,22296.0,7.426
Gaia DR3 1026262923343579264,DA,10001.0,8.048
Gaia DR3 1026706846867638144,DA,7599.0,7.948
Gaia DR3 1026764055832350592,DA,10106.0,6.564
Gaia DR3 1026766087352464384,DA,10482.0,7.565
Gaia DR3 1026837551312445824,DA+M,,
Gaia DR3 1026985916662835584,DA,11740.0,8.013
Gaia DR3 1027011961344332928,DA,79607.0,8.482
Gaia DR3 1027069513906621696,DA,9719.0,7.936
Gaia DR3 1027081780333330816,DA,19678.0,6.735
Gaia DR3 1027228431992018048,DA,14831.0,7.998
Gaia DR3 1027312196738849792,DA,11806.0,7.906
Gaia DR3 1027326456029646336,DA,12345.0,8.171
Gaia DR3 1027336489073214848,DA,9356.0,7.194
Gaia DR3 1027467056079337344,DA,16167.0,8.157
Gaia DR3 1027480013996256896,DA,13138.0,7.723
Gaia DR3 1027597760524085632,DA,13033.0,8.035
Gaia DR3 1027662769148971520,DA,10236.0,7.836
Gaia DR3 1027674451459756544,DA,,
Gaia DR3 1027773819823472128,DA,6410.0,8.012
Gaia DR3 1027777152718319872,DA,14849.0,7.896
Gaia DR3 1027869168097375232,DA,10270.0,8.226
Gaia DR3 1027870061450581504,DA,13290.0,7.897
Gaia DR3 1028069622811379968,DA,12383.0,6.45
Gaia DR3 1028106868767139712,DA,13787.0,7.685
Gaia DR3 1028227230930769152,DA,16838.0,8.012
Gaia DR3 1028411261689875456,DA,9448.0,8.389
Gaia DR3 1028423356317266432,DA,13166.0,7.378
Gaia DR3 1028434351434101632,DA,10396.0,8.022
Gaia DR3 1028585813455387776,DA,5224.0,7.215
Gaia DR3 1028792311188228736,DA,14055.0,8.12
Gaia DR3 1028831588664971264,DA,10515.0,7.862
Gaia DR3 1028862061456671360,DA,6563.0,7.481
Gaia DR3 1028939061630804096,DA,,
Gaia DR3 1029026953841192448,DA,11052.0,8.051
Gaia DR3 102906626138370048,DA,9502.0,7.951
Gaia DR3 1029086984600989696,DA,9932.0,7.971
Gaia DR3 1029137699574690560,DA,5296.0,7.917
Gaia DR3 1029302381504105984,DA,6940.0,8.017
Gaia DR3 1029527540869773312,DA:,9164.0,8.167
Gaia DR3 1029636804838173440,DA,26853.0,8.209
Gaia DR3 1029850694209007360,DA,,
Gaia DR3 1030143542259469440,DA,,
Gaia DR3 1030508648839338112,DA,10060.0,7.947
Gaia DR3 1030991815480378112,DA,34646.0,7.766
Gaia DR3 1031391079935643008,DA,19062.0,7.373
Gaia DR3 1031410626486016,DA,17387.0,7.681
Gaia DR3 1031423751752106368,DA,18362.0,7.197
Gaia DR3 1031506490000966528,DA,10301.0,7.991
Gaia DR3 1031532156725683968,DA,16264.0,8.078
Gaia DR3 1031553597202279552,DA,11939.0,7.933
Gaia DR3 1031646231056637696,DA,8767.0,7.834
Gaia DR3 103166076523106688,DA,8571.0,8.026
Gaia DR3 1031661383701278976,DA,8988.0,7.895
Gaia DR3 1031767211695495808,DA,13610.0,7.801
Gaia DR3 1031889669803189504,DA,8934.0,7.03
Gaia DR3 1031953995529066496,DA,,
Gaia DR3 1031963307018202112,DA,10956.0,7.144
Gaia DR3 1032014361294074368,DA,18810.0,7.687
Gaia DR3 1032022332752931584,DA,10769.0,7.944
Gaia DR3 1032148432992739456,DA,14388.0,7.889
Gaia DR3 1032177089014831360,DA,16222.0,7.666
Gaia DR3 103219785089409152,DA,19369.0,8.183
Gaia DR3 1032213579057190528,DA,18551.0,7.768
Gaia DR3 1032279034358243968,DA,10997.0,8.174
Gaia DR3 1032349063800727168,DA,11996.0,6.921
Gaia DR3 1032369503549670656,DA,16422.0,7.967
Gaia DR3 1032424272972711808,DA,8843.0,8.171
Gaia DR3 1032489487756196352,DA,,
Gaia DR3 1032574150151229440,DA,11376.0,8.166
Gaia DR3 1032781893425005312,DA,17901.0,7.918
Gaia DR3 1032822403556597376,DA,12688.0,7.735
Gaia DR3 1032859374634988928,DA,9974.0,8.034
Gaia DR3 1032922081156774784,DA,8480.0,8.015
Gaia DR3 10329533785902720,DA,13696.0,8.222
Gaia DR3 1032962758792135808,DA,10521.0,8.301
Gaia DR3 1033047592986124800,DA,9164.0,8.506
Gaia DR3 1033206163178758656,DA,,
Gaia DR3 1033226126186602624,DA:,9665.0,8.406
Gaia DR3 103322722570128896,DA,12756.0,7.128
Gaia DR3 1033279555580239616,DA,24889.0,7.731
Gaia DR3 1033454962044101632,DA,11447.0,7.921
Gaia DR3 1033546187149908608,DA,17240.0,7.943
Gaia DR3 1033597451879126272,DA,15593.0,7.819
Gaia DR3 1033717337302042112,DA,15909.0,6.851
Gaia DR3 1033806084210769280,DA,10709.0,7.498
Gaia DR3 1033839859833839488,DA,21018.0,7.362
Gaia DR3 1033855218636901632,DA,10893.0,7.834
Gaia DR3 103399860185005440,DA,12342.0,8.26
Gaia DR3 1034003996303714176,DA,12099.0,7.482
Gaia DR3 1034035538545553280,DA,12896.0,7.959
Gaia DR3 1034059933957939840,DA,11246.0,7.452
Gaia DR3 1034149303637210752,DA,11318.0,8.481
Gaia DR3 1034169094846556800,DA,,
Gaia DR3 103420102364148096,DA,8201.0,7.109
Gaia DR3 103426970016842368,DA,10492.0,8.087
Gaia DR3 1034536537888794880,DAZ,,
Gaia DR3 1034558665559901568,DA,9013.0,8.069
Gaia DR3 103465010542253568,DA,14035.0,7.641
Gaia DR3 1034697483201108864,DA:,9304.0,7.753
Gaia DR3 1034699304267247872,DA,17348.0,8.796
Gaia DR3 1034703251339172224,DA,9130.0,7.873
Gaia DR3 1034938615547400320,DA,14846.0,7.925
Gaia DR3 103498403912338688,DA,9231.0,7.09
Gaia DR3 1035039942415436416,DA,9442.0,8.221
Gaia DR3 1035204663001479936,DA,14214.0,5.915
Gaia DR3 103532282614776704,DA,9300.0,7.949
Gaia DR3 1035370281235859072,DA,10382.0,8.358
Gaia DR3 1035647255086765312,DA,11310.0,6.994
Gaia DR3 1035782147123862912,DA,8401.0,8.11
Gaia DR3 1035890139781784960,DA,9774.0,8.159
Gaia DR3 1035942336520404864,DA,10170.0,7.549
Gaia DR3 1035991088693181952,DA,,
Gaia DR3 1036026483519997952,DA,,
Gaia DR3 1036029709039344128,DA,,
Gaia DR3 1036217489305134976,DA,8760.0,8.18
Gaia DR3 1036433680778936320,DA,16641.0,7.954
Gaia DR3 1036436150384136832,DA,8797.0,8.319
Gaia DR3 103643848685046912,DA,10559.0,8.07
Gaia DR3 1036743601322875904,DA,,
Gaia DR3 1036913956905600512,DA,7404.0,8.39
Gaia DR3 1036939146890021248,DA,,
Gaia DR3 103704772796252800,DA,6735.0,8.346
Gaia DR3 1037311018042275456,DA,9715.0,7.574
Gaia DR3 1037316378161496320,DA,12320.0,7.928
Gaia DR3 1037497522702262656,DA,14434.0,8.041
Gaia DR3 1037498798309361664,DA,9843.0,7.992
Gaia DR3 1037708147898391296,DA,,
Gaia DR3 1037846892522449792,DA,17833.0,7.993
Gaia DR3 1037978009283642496,DA,18094.0,7.488
Gaia DR3 1038105625647702400,DA,9297.0,6.909
Gaia DR3 1038180491222216960,DA,20709.0,7.946
Gaia DR3 1038259346821241856,DA,11732.0,7.904
Gaia DR3 1038325008281596800,DA,10710.0,7.418
Gaia DR3 1038384794226347136,DA,13630.0,7.859
Gaia DR3 1038467399332892928,DA,6164.0,8.063
Gaia DR3 1038749458425079808,DA,8606.0,7.875
Gaia DR3 1038778797346000384,DA,,
Gaia DR3 1038965302007531264,DA,8588.0,8.297
Gaia DR3 1038969841787129728,DA,12545.0,7.986
Gaia DR3 1039007461405089408,DA,9200.0,8.065
Gaia DR3 10392446467166976,DA,8382.0,7.915
Gaia DR3 10394817289107712,DA,20086.0,7.778
Gaia DR3 1039605458291619712,DA,18737.0,7.936
Gaia DR3 103966108671066752,DA,12325.0,7.895
Gaia DR3 1039703005589043968,DAH:,10606.0,8.322
Gaia DR3 1039827529576506496,DA,11042.0,7.999
Gaia DR3 1039829999181630848,DA,,
Gaia DR3 1040170538548593024,DA,15414.0,7.799
Gaia DR3 1040269430171296256,DA,6561.0,8.123
Gaia DR3 1040315369141540608,DA,,
Gaia DR3 1040455831752875520,DA,7123.0,7.774
Gaia DR3 1040577460930704896,DA,6894.0,7.92
Gaia DR3 1040591823300710016,DA,8719.0,7.917
Gaia DR3 1040688722060194688,DA,12929.0,7.946
Gaia DR3 1040742903070897152,DA,6803.0,8.155
Gaia DR3 1040754997698049920,DA,7065.0,7.174
Gaia DR3 1040903328688613504,DA,,
Gaia DR3 1040947588328147072,DA,12564.0,7.967
Gaia DR3 1040985139225957888,DA,14423.0,7.681
Gaia DR3 104102551191936896,DA,9865.0,7.764
Gaia DR3 1041092071026427520,DA,9349.0,7.897
Gaia DR3 1041167383278518784,DA,13604.0,8.021
Gaia DR3 1041230124160744448,DA,13346.0,7.944
Gaia DR3 1041493770730118400,DA:,8706.0,8.024
Gaia DR3 1041539327446167936,DA,15833.0,7.807
Gaia DR3 1041591691687147392,DA,14650.0,7.415
Gaia DR3 1041637527578700544,DA,10230.0,8.028
Gaia DR3 1041707724524009856,DA,6266.0,8.131
Gaia DR3 1041721949455198848,DA,23365.0,8.209
Gaia DR3 1041877255473113856,DA,15386.0,7.932
Gaia DR3 1042072934183302400,DA,6728.0,7.491
Gaia DR3 1042192059395964544,DA,,
Gaia DR3 1042405708248942848,DA,21583.0,7.792
Gaia DR3 1042461718919119744,DA,12347.0,7.922
Gaia DR3 1042510578466999808,DA,9939.0,8.004
Gaia DR3 1042805105847521792,DA,10253.0,8.316
Gaia DR3 1043025252987295616,DA,9924.0,7.918
Gaia DR3 1043265423262746112,DA,6067.0,7.977
Gaia DR3 1043301672786801024,DA,6659.0,8.493
Gaia DR3 104338087198355712,DA,10462.0,7.901
Gaia DR3 1043395887189618816,DA,11471.0,7.97
Gaia DR3 1043678740852308096,DA,21815.0,7.28
Gaia DR3 1043779861561732096,DA,,
Gaia DR3 1043820642274886912,DA,12005.0,8.07
Gaia DR3 1043974337681390720,DA,13609.0,8.869
Gaia DR3 1043982373563329536,DA,24067.0,7.702
Gaia DR3 1044167920447178368,DA,22951.0,7.994
Gaia DR3 1044190937175486976,DA,13859.0,7.643
Gaia DR3 1044270342530831744,DA,12433.0,7.611
Gaia DR3 1044329132043047424,DA,13874.0,8.029
Gaia DR3 104446496468648960,DA:,21335.0,7.933
Gaia DR3 104450890219498624,DA,10425.0,8.215
Gaia DR3 1044526769258347776,DA,17643.0,7.426
Gaia DR3 1044567043168047232,DA,11128.0,8.158
Gaia DR3 1044581779199040000,DA,18788.0,7.746
Gaia DR3 1044645619592971776,DA,11312.0,8.029
Gaia DR3 1044711487211410816,DA,12261.0,8.073
Gaia DR3 1044752306580698624,DA,21465.0,8.15
Gaia DR3 1044956059829574272,DA,7695.0,8.419
Gaia DR3 1045005228614758016,DA,19568.0,6.886
Gaia DR3 104504697569991040,DA,27187.0,7.693
Gaia DR3 1045202625311681280,DA,10567.0,8.363
Gaia DR3 1045446888692002688,DA,10790.0,7.995
Gaia DR3 1045447816405008512,DA,8827.0,7.52
Gaia DR3 1045549486870429952,DA,8441.0,7.952
Gaia DR3 1045681604360330624,DA,15179.0,8.049
Gaia DR3 1045754099112779776,DAZ,,
Gaia DR3 1045816599476546816,DA,20352.0,7.256
Gaia DR3 1045817767707660032,DA,7304.0,7.913
Gaia DR3 1045826426362167168,DA,11683.0,8.113
Gaia DR3 1045830446451565184,DA,11532.0,8.053
Gaia DR3 1045879477797733376,DA,6021.0,7.351
Gaia DR3 1046115804078881792,DA,10685.0,7.753
Gaia DR3 104625334611552256,DAH?,6834.0,8.327
Gaia DR3 1046263722751988096,DA,,
Gaia DR3 1046283827494688384,DA,8544.0,7.696
Gaia DR3 1046425286537378176,DA,15499.0,7.921
Gaia DR3 1046484690229476992,DA,11711.0,8.042
Gaia DR3 1046498915165808384,DA,8541.0,7.908
Gaia DR3 1046572479361280768,DA,11481.0,7.932
Gaia DR3 1046593301362325760,DA,8177.0,7.262
Gaia DR3 1046620411196434304,DAM,16557.0,7.06
Gaia DR3 1046727991537150336,DA,12899.0,7.951
Gaia DR3 1046877353319437312,DAM,16026.0,8.474
Gaia DR3 1046906632112058624,DAM,17262.0,9.019
Gaia DR3 1046919650157738368,DA,31274.0,7.6
Gaia DR3 1046923257930277888,DA,14139.0,7.206
Gaia DR3 1046933050455695744,DA,12607.0,7.755
Gaia DR3 1046964867573063936,DA,10018.0,7.415
Gaia DR3 1047089872597389312,DA,16176.0,8.406
Gaia DR3 104716353558063232,DAH,14795.0,7.914
Gaia DR3 1047318910317388928,DA,,
Gaia DR3 104807892196546048,DA,5439.0,7.552
Gaia DR3 1048140245503185152,DA,13540.0,8.09
Gaia DR3 1048282048143910784,DA,12207.0,7.924
Gaia DR3 1048313044923509760,DA,10003.0,8.03
Gaia DR3 104870839237459456,DA,17977.0,7.442
Gaia DR3 1049022706663600384,DA,10763.0,8.143
Gaia DR3 104903167455904000,DA,18090.0,7.2
Gaia DR3 1049055696308484224,DA,22627.0,7.783
Gaia DR3 1049147088917071744,DA,6011.0,7.995
Gaia DR3 104924161256335872,DA,6244.0,7.675
Gaia DR3 1049246422920715648,DA,6761.0,7.202
Gaia DR3 1049279343845390720,DA,,
Gaia DR3 104929761893684992,DA,12956.0,7.544
Gaia DR3 1049332494065460992,DAM,17826.0,6.909
Gaia DR3 1049357645393934080,DA,6137.0,8.212
Gaia DR3 1049385201903613952,DA,5091.0,7.969
Gaia DR3 1049886922803545216,DA,14726.0,7.45
Gaia DR3 1049950797557300992,DA,14541.0,7.995
Gaia DR3 1050067556244134144,DA,13127.0,8.093
Gaia DR3 1050159086290657792,DA:,9330.0,8.228
Gaia DR3 1050195718068095872,DA,11913.0,8.041
Gaia DR3 1050441458917055360,DA,14113.0,7.875
Gaia DR3 1050570406719258112,DA,9003.0,7.933
Gaia DR3 1050618682151059072,DA,11766.0,7.851
Gaia DR3 1050820751773267584,DA,,
Gaia DR3 1050826700303404672,DA,10434.0,8.208
Gaia DR3 1050843914532294016,DA,13392.0,8.059
Gaia DR3 1050913729224695168,DA,11157.0,7.679
Gaia DR3 10511541614952448,DA,9913.0,8.054
Gaia DR3 1051361200393956864,DA,8612.0,7.724
Gaia DR3 1051438578524144640,DA,9498.0,7.93
Gaia DR3 105150351413434112,DA,28935.0,7.409
Gaia DR3 1051715926036579584,DA,11218.0,7.955
Gaia DR3 1051796430903651968,DA,8040.0,7.895
Gaia DR3 105184504993520384,DA,8099.0,7.653
Gaia DR3 1051864188307366272,DA,5977.0,7.893
Gaia DR3 105186566577860480,DA,13746.0,7.747
Gaia DR3 1051920984954750592,DA,10072.0,7.995
Gaia DR3 105213642051695616,DAH,6009.0,8.062
Gaia DR3 1052265651785297664,DA,10609.0,7.776
Gaia DR3 1052356086617498368,DA,10413.0,7.983
Gaia DR3 1052455729858691200,DA,11907.0,7.841
Gaia DR3 105248963862998528,DA,9463.0,7.84
Gaia DR3 1052594607625387520,DA,13518.0,7.857
Gaia DR3 1052624260080076032,DA,16565.0,7.982
Gaia DR3 1052662949145298944,DA,13419.0,7.974
Gaia DR3 1052703905957557376,DA,10834.0,7.623
Gaia DR3 1052796849045866240,DA,18700.0,8.068
Gaia DR3 1052917314288558080,DA,9997.0,7.979
Gaia DR3 1052932127631167616,DA,6472.0,7.917
Gaia DR3 1052996307327392000,DA,,
Gaia DR3 1053116772569896832,DA,19182.0,7.836
Gaia DR3 1053222909801594240,DA,20271.0,7.967
Gaia DR3 1053284860409442560,DA,12884.0,7.922
Gaia DR3 1053294343697320832,DA,10639.0,8.441
Gaia DR3 105334764424889472,DA,13268.0,7.639
Gaia DR3 1053655945584337536,DA,17204.0,7.477
Gaia DR3 1053850834020011904,DA,5313.0,7.982
Gaia DR3 1053904022895183488,DA,5856.0,8.219
Gaia DR3 1053929620900297216,DA:,9161.0,7.421
Gaia DR3 105402929850988544,DA,5580.0,7.583
Gaia DR3 1054153891207424512,DA,5656.0,8.143
Gaia DR3 1054435705487703296,DA,16118.0,7.787
Gaia DR3 105446463639244416,DA,9261.0,8.036
Gaia DR3 1054472646500913792,DA,12450.0,7.583
Gaia DR3 1054535520527813120,DA,7769.0,7.88
Gaia DR3 1054772671440715520,DA,10956.0,8.091
Gaia DR3 1055014082962713344,DA,9743.0,7.897
Gaia DR3 1055551400550930432,DA:,5280.0,7.977
Gaia DR3 1055800165056700416,DA,5943.0,8.096
Gaia DR3 105601048101988992,DA,8727.0,7.979
Gaia DR3 1056105142094613248,DA,8546.0,7.901
Gaia DR3 105617304552984576,DA:,9605.0,7.866
Gaia DR3 105617338913173760,DA,11558.0,8.045
Gaia DR3 1056342056786286720,DA,11968.0,7.915
Gaia DR3 1056498526739524864,DA,9437.0,8.106
Gaia DR3 1056505707924823040,DA,,
Gaia DR3 1056535192875546624,DA,17404.0,7.857
Gaia DR3 105659253498811008,DA,7720.0,8.303
Gaia DR3 1056698603495994368,DA,12905.0,8.119
Gaia DR3 1056821787453287680,DA,7890.0,8.067
Gaia DR3 1056902803420700800,DA,17872.0,7.848
Gaia DR3 105691517293559936,DA,31503.0,7.831
Gaia DR3 1057100200118301696,DA,12732.0,7.497
Gaia DR3 1057118032821897728,DA,16604.0,7.557
Gaia DR3 1057476580987879808,DA,28764.0,7.64
Gaia DR3 1057663871626296320,DA,5799.0,8.078
Gaia DR3 1057679127349469184,DA,7768.0,8.034
Gaia DR3 1057696101066230400,DA,9287.0,8.003
Gaia DR3 1057772173521196288,DA,8257.0,8.02
Gaia DR3 1057918649086024960,DA,8329.0,8.071
Gaia DR3 1058048288379167744,DA,11938.0,7.927
Gaia DR3 1058069213459229568,DA,12443.0,7.605
Gaia DR3 105814662595865216,DA,16710.0,8.127
Gaia DR3 1058235484528819328,DA,17966.0,7.856
Gaia DR3 1058241703641890816,DA,13031.0,7.935
Gaia DR3 105831434442927616,DA,12682.0,7.554
Gaia DR3 105836377949618304,DA,8648.0,7.892
Gaia DR3 1058419854589524736,DA,22326.0,9.014
Gaia DR3 1058476930410431232,DA,14489.0,7.936
Gaia DR3 1058616632810847872,DA,13344.0,7.798
Gaia DR3 1058701020328453888,DA,6292.0,8.023
Gaia DR3 1058883298740644352,DA,6949.0,8.009
Gaia DR3 1058921369330372864,DA,9039.0,7.373
Gaia DR3 105933753449056000,DA,16302.0,7.179
Gaia DR3 1059340111461755136,DA,5938.0,7.324
Gaia DR3 1059463909599557376,DA,6104.0,7.943
Gaia DR3 1059718343461859200,DA,10340.0,7.935
Gaia DR3 1059779813037039872,DA,9698.0,7.533
Gaia DR3 1059846234703141888,DA,6648.0,7.719
Gaia DR3 1059902511659577728,DA,5816.0,7.95
Gaia DR3 1059969684947959936,DA,19099.0,7.903
Gaia DR3 1060005663889026688,DA,29195.0,7.376
Gaia DR3 1060029818786158720,DA,12294.0,8.102
Gaia DR3 1060116160512892544,DA,8094.0,7.583
Gaia DR3 1060155163111688320,DA,12397.0,7.948
Gaia DR3 1060155708571474560,DA,14028.0,8.867
Gaia DR3 1060172544843294336,DA,12248.0,7.943
Gaia DR3 1060375065436772864,DA,5348.0,8.048
Gaia DR3 106039585738085120,DA,17195.0,7.951
Gaia DR3 1060416881237849344,DA,20453.0,8.451
Gaia DR3 1060454294697916928,DA,16418.0,7.802
Gaia DR3 1060511194424814080,DA,18484.0,7.191
Gaia DR3 1060595547582730624,DA,10550.0,8.021
Gaia DR3 106065355541755264,DA,13610.0,7.655
Gaia DR3 1060662622087359104,DA,15099.0,6.856
Gaia DR3 1060713264046674816,DA,6336.0,8.01
Gaia DR3 1060735327293633792,DA,13281.0,7.778
Gaia DR3 1060777791634602240,DA,5283.0,7.873
Gaia DR3 1060838608371599616,DA,20791.0,7.519
Gaia DR3 1060866405400109696,DA,10018.0,8.266
Gaia DR3 1060884478622197632,DA,12368.0,7.968
Gaia DR3 106090262057068288,DA,20778.0,7.619
Gaia DR3 1060929184937606400,DA,14214.0,8.073
Gaia DR3 1061123931639011712,DA,22498.0,7.653
Gaia DR3 1061156057994470400,DA,9568.0,8.076
Gaia DR3 1061196155809392256,DA,12008.0,7.881
Gaia DR3 1061414477586662912,DA,22824.0,8.044
Gaia DR3 1061491202882735104,DA,7756.0,8.387
Gaia DR3 1061506737779866624,DA,6760.0,8.062
Gaia DR3 1061541608618679680,DA,10107.0,7.921
Gaia DR3 1061590571246022528,DA,8941.0,7.538
Gaia DR3 1061625068423049472,DA,11800.0,8.111
Gaia DR3 1061656507583659776,DA,11592.0,7.962
Gaia DR3 1061665647274140032,DA,22859.0,7.881
Gaia DR3 1061696742837792384,DA,7643.0,8.084
Gaia DR3 1061729178430212864,DA,29175.0,7.017
Gaia DR3 1061748213725544320,DA,18400.0,8.01
Gaia DR3 1061785154740075136,DA,22116.0,7.782
Gaia DR3 1061824354906192512,DA,12620.0,8.105
Gaia DR3 1062012341330577920,DA,13096.0,7.756
Gaia DR3 1062019690018642048,DAHe,11507.0,7.752
Gaia DR3 1062135619775439232,DA,11325.0,8.076
Gaia DR3 1062189873802260992,DA,6267.0,7.881
Gaia DR3 1062234747621006208,DA,15261.0,8.897
Gaia DR3 1062250660474551936,DA,8549.0,8.142
Gaia DR3 1062250660475231872,DA,8714.0,8.123
Gaia DR3 1062314427853942400,DA,27249.0,8.432
Gaia DR3 1062365933101806976,DA,18604.0,7.994
Gaia DR3 1062406859845733120,DA,8957.0,8.04
Gaia DR3 1062491586664965120,DA,10144.0,7.885
Gaia DR3 1062526874116277504,DA,8671.0,8.091
Gaia DR3 1062564742843570432,DA,15849.0,7.912
Gaia DR3 1062584392318585728,DA,8155.0,7.941
Gaia DR3 106259724286515712,DA,8948.0,6.978
Gaia DR3 1062604939442127360,DA,7252.0,7.953
Gaia DR3 1062666683892138496,DA,22521.0,7.847
Gaia DR3 1062684555251191040,DA,5856.0,7.204
Gaia DR3 1062753442231248896,DA,16253.0,7.946
Gaia DR3 1062843808342929280,DA,19349.0,7.44
Gaia DR3 1062847106877821056,DA,15041.0,7.827
Gaia DR3 1062872945401489280,DA,9165.0,8.055
Gaia DR3 1062995953264859136,DA,,
Gaia DR3 1063059729235012352,DA,10217.0,7.14
Gaia DR3 1063222487019509248,DA:,4922.0,7.963
Gaia DR3 1063256778039129216,DA,6085.0,8.37
Gaia DR3 1063268808242775424,DA,18261.0,7.95
Gaia DR3 1063325497515254144,DA,6830.0,7.985
Gaia DR3 1063552306148153856,DA,19432.0,8.135
Gaia DR3 1063825637867364608,DA:,6148.0,7.932
Gaia DR3 1063887794633806720,DA,9310.0,7.908
Gaia DR3 1063981772814746368,DA,5260.0,7.87
Gaia DR3 1064015892034247680,DA,10412.0,7.483
Gaia DR3 106402042322392576,DA,15965.0,7.859
Gaia DR3 106402935675615104,DA,11074.0,7.882
Gaia DR3 1064196589898916096,DA,4343.0,7.857
Gaia DR3 1064261147550938368,DA,5471.0,8.03
Gaia DR3 106437157975178112,DA,18716.0,8.106
Gaia DR3 1064425284020867968,DA,10598.0,8.478
Gaia DR3 1064441398738273152,DA,10917.0,7.973
Gaia DR3 1064725936027644160,DA,9080.0,7.888
Gaia DR3 1064735659833615232,DA,64096.0,8.018
Gaia DR3 1064830866372486912,DA,19505.0,7.891
Gaia DR3 106500723491773056,DA,6873.0,8.032
Gaia DR3 1065237930488672512,DA,10637.0,7.645
Gaia DR3 1065434601335305088,DA,10009.0,8.124
Gaia DR3 1065480956918475264,DA,10640.0,7.006
Gaia DR3 1065554280600376704,DA,8445.0,7.928
Gaia DR3 1065573174160705408,DA,16299.0,7.916
Gaia DR3 1065584237996518144,DA,15448.0,7.865
Gaia DR3 1065675604836198400,DA:,,
Gaia DR3 1065681132458453248,DA,,
Gaia DR3 1065759163424215552,DA,12975.0,7.93
Gaia DR3 1065794416516159744,DA,15993.0,8.05
Gaia DR3 1065938280740256384,DA,15994.0,8.035
Gaia DR3 1065941647994620672,DA,9203.0,7.675
Gaia DR3 1065982329925188864,DA,12202.0,7.79
Gaia DR3 1066057268514120320,DA,11307.0,8.015
Gaia DR3 1066059609272051200,DA,14119.0,7.736
Gaia DR3 1066199071154356096,DA,6952.0,7.926
Gaia DR3 1066204018957310976,DA,15543.0,7.946
Gaia DR3 1066329642456246400,DAH,23393.0,9.13
Gaia DR3 1066729757313671680,DA,13535.0,8.469
Gaia DR3 1066948800645455232,DA,17013.0,7.771
Gaia DR3 1067035352826740864,DA,13894.0,7.825
Gaia DR3 1067039716513500800,DA,16370.0,7.602
Gaia DR3 1067109363702883584,DA,12213.0,8.211
Gaia DR3 1067120564977624832,DA,8929.0,7.213
Gaia DR3 1067187257231064064,DA,9448.0,8.004
Gaia DR3 106722000206946560,DA,11321.0,7.872
Gaia DR3 1067347407970775936,DA,26388.0,7.534
Gaia DR3 1067385409841113344,DA,6438.0,7.939
Gaia DR3 1067424305064846336,DA,11044.0,7.582
Gaia DR3 1067563535020879104,DA,13700.0,7.488
Gaia DR3 1067593286258433408,DA,,
Gaia DR3 1067619640177597440,DA,10754.0,7.92
Gaia DR3 1067669569173847040,DA,10086.0,7.712
Gaia DR3 1067685301637848832,DA,11551.0,7.97
Gaia DR3 1067723926279886848,DA,9092.0,7.917
Gaia DR3 1067725884784964864,DA,15018.0,8.807
Gaia DR3 1067757049067718272,DA,,
Gaia DR3 1067845521097907584,DA,13985.0,7.981
Gaia DR3 1067868335963881216,DAQ,14251.0,8.87
Gaia DR3 1067881117786570112,DA,18470.0,8.085
Gaia DR3 1067917332951003008,DA,14325.0,7.432
Gaia DR3 1067923208466285568,DA,16604.0,7.295
Gaia DR3 1067982891331596416,DA,8227.0,7.764
Gaia DR3 10680655952597888,DA,10084.0,7.984
Gaia DR3 1068152873253115008,DA,11010.0,7.215
Gaia DR3 1068211452311454976,DA,18548.0,8.067
Gaia DR3 1068278316362032000,DA,9980.0,7.705
Gaia DR3 1068382392009865472,DA,10163.0,8.063
Gaia DR3 10684091926446336,DA,4746.0,7.321
Gaia DR3 1068473136078467200,DA,8855.0,7.741
Gaia DR3 1068515849529440512,DA,12903.0,8.041
Gaia DR3 1068672594359793408,DA,6708.0,8.101
Gaia DR3 1068683692555384832,DA,14151.0,8.034
Gaia DR3 1068699498038011392,DA,10745.0,8.021
Gaia DR3 1068709638453580160,DA,7318.0,8.181
Gaia DR3 106871739946960000,DA,8453.0,7.246
Gaia DR3 1068908650057637248,DA,6079.0,8.048
Gaia DR3 1068927268740897792,DA,21138.0,7.834
Gaia DR3 1068974277159064064,DA,10784.0,7.683
Gaia DR3 106898540541846656,DA,11239.0,7.695
Gaia DR3 1068992758402394240,DA,8533.0,7.991
Gaia DR3 1069074087902586752,DA,11042.0,8.021
Gaia DR3 1069087934877175680,DA,8642.0,7.912
Gaia DR3 1069097727402635776,DA,13797.0,7.985
Gaia DR3 1069137039239140096,DA,8657.0,8.069
Gaia DR3 1069174006022174336,DAH,24761.0,8.904
Gaia DR3 1069174555777997056,DA,7595.0,7.942
Gaia DR3 1069411779707530112,DA,16885.0,7.921
Gaia DR3 1069413016658096128,DA,9087.0,7.912
Gaia DR3 1069422362506554240,DA,24640.0,8.083
Gaia DR3 1069426618818124928,DA,14491.0,7.774
